,course_title,is_paid,price,num_reviews,level,subject,year,convertedtime,Bag_Of_Words,Words_Vector
194,Leasing - A Comprehensive Study (Professional Course Level),1.0,20,2,0,Business Finance,2015,210.0,leasing comprehensive study professional course level business finance,0.4330127018922194
195,Trading Options For Consistent Returns: Options Basics,0.0,0,281,1,Business Finance,2016,90.0,trading options consistent returns basics business finance,0.3086066999241838
196,TechniTrader Leading Hybrid Indicator Trading,1.0,20,54,2,Business Finance,2013,1.0,technitrader leading hybrid indicator trading business finance,0.3086066999241838
197,Financial modeling: Build a DCF equity valuation model,1.0,20,17,0,Business Finance,2016,90.0,financial modeling build dcf equity valuation model business finance,0.2721655269759087
198,CryptoArbitrager: Bitcoin Trading Robot (no mining),1.0,150,42,0,Business Finance,2016,33.0,cryptoarbitrager bitcoin trading robot mining business finance,0.3086066999241838
199,Accounting Is Easy (for Beginners),1.0,20,12,0,Business Finance,2014,540.0,accounting easy beginners business finance,0.36514837167011077
200,Non Directional Weekly Options Trading System - ETF & Emini,1.0,200,22,0,Business Finance,2016,120.0,non directional weekly options trading system etf emini business finance,0.25819888974716115
201,The Complete Position Trading Course: Position Trading Stock,1.0,45,36,0,Business Finance,2016,1.0,complete position trading course stock business finance,0.4629100498862757
202,Master Iron Condors - Double the credit for half the risk,1.0,60,139,3,Business Finance,2013,1.0,master iron condors double credit half risk business finance,0.2721655269759087
203,Basics of investing in Mutual Funds,1.0,20,26,2,Business Finance,2015,90.0,basics investing mutual funds business finance,0.3333333333333334
204,A Value Investing Approach to the Stock Market,1.0,20,12,0,Business Finance,2015,90.0,value investing approach stock market business finance,0.3086066999241838
205,Learn how to INVEST for huge profits or make it big trading!,1.0,50,12,0,Business Finance,2015,330.0,learn invest huge profits make big trading business finance,0.2721655269759087
206,"How to Fund your Million Dollar Idea: Equity, Debt, Unfund",1.0,50,3,2,Business Finance,2015,360.0,fund million dollar idea equity debt unfund business finance,0.2721655269759087
207,Mastering Candlestick Charting : High Probability Trading,1.0,50,16,0,Business Finance,2015,120.0,mastering candlestick charting high probability trading business finance,0.2886751345948129
208,Binary Options Course - Level 2,0.0,0,207,2,Business Finance,2014,120.0,binary options course level 2 business finance,0.5000000000000001
209,Stock Technical Analysis with R,1.0,50,32,0,Business Finance,2016,420.0,stock technical analysis r business finance,0.36514837167011077
210,"Get to know the VIX Index (aka 'The Fear Index)""",1.0,60,64,0,Business Finance,2013,1.0,"get know vix index aka fear )"" business finance",0.2886751345948129
211,Apply finance concepts for smart project management,0.0,0,161,1,Business Finance,2016,120.0,apply finance concepts smart project management business finance,0.3872983346207417
212,Introduction to Futures Trading and Live Trade Demonstration,1.0,60,4,3,Business Finance,2017,43.0,introduction futures trading live trade demonstration business finance,0.2886751345948129
213,Crowdfunding to Win,1.0,40,15,0,Business Finance,2015,90.0,crowdfunding win business finance,0.4082482904638631
214,Comprehensive Forex Mastery Program,1.0,45,107,0,Business Finance,2013,600.0,comprehensive forex mastery program business finance,0.3333333333333334
215,Preparation of Consolidated Financial Statements (Basic),0.0,0,0,2,Business Finance,2017,90.0,preparation consolidated financial statements basic business finance,0.3086066999241838
216,Succeed in Bonds Even if You Don't Know Where to Start,1.0,200,6,0,Business Finance,2017,1.0,succeed bonds even know start business finance,0.3086066999241838
217,Learn to Trade for Profit: Ten Most Profitable Trading Rules,1.0,95,28,0,Business Finance,2014,120.0,learn trade profit ten profitable trading rules business finance,0.2721655269759087
218,Succeed in Lotto Even if You Don't Know Where to Start!,1.0,20,12,0,Business Finance,2017,90.0,succeed lotto even know start business finance,0.3086066999241838
219,CFA Corporate Finance Level 2,1.0,50,6,0,Business Finance,2015,1050.0,cfa corporate finance level 2 business finance,0.4330127018922194
220,Pin Bars: The Most Powerful Forex Trading Signal,1.0,200,16,0,Business Finance,2016,1.0,pin bars powerful forex trading signal business finance,0.2886751345948129
221,Stock Options Trades Using Interactive Brokers,1.0,95,26,2,Business Finance,2015,1.0,stock options trades using interactive brokers business finance,0.2886751345948129
222,Introduction to Options - Strategies For Consistent Profits,1.0,40,44,0,Business Finance,2015,270.0,introduction options strategies consistent profits business finance,0.3086066999241838
223,Risk in Forex Transactions - for CA / CS / CFA exams,1.0,20,3,0,Business Finance,2015,1.0,risk forex transactions ca cs cfa exams business finance,0.2721655269759087
224,Basics of Business Statistics (College Level),1.0,20,9,0,Business Finance,2015,120.0,basics business statistics college level business finance,0.408248290463863
225,"Trading Seasonal Price Patterns in Stocks, Futures, & Forex!",1.0,200,8,1,Business Finance,2016,120.0,trading seasonal price patterns stocks futures forex business finance,0.2721655269759087
226,Interpreting Financial Statements,1.0,20,29,1,Business Finance,2013,90.0,interpreting financial statements business finance,0.36514837167011077
227,Introduction to Bookkeeping (Accounting),1.0,20,10,1,Business Finance,2014,720.0,introduction bookkeeping accounting business finance,0.36514837167011077
228,CREDIT SPREAD SURGERY - Bear Call and Bull Put Mastery ,1.0,60,55,2,Business Finance,2013,120.0,credit spread surgery bear call bull put mastery business finance,0.25819888974716115
229,Investment Banking: How to Land a Job on Wall Street,1.0,75,30,0,Business Finance,2015,210.0,investment banking land job wall street business finance,0.5773502691896258
230,Learn To Invest In Index Funds and ETFs In 7 Easy Steps,1.0,20,33,0,Business Finance,2015,1.0,learn invest index funds etfs 7 easy steps business finance,0.2721655269759087
231,Financial modeling: Build a multiples valuation model,1.0,20,17,0,Business Finance,2016,90.0,financial modeling build multiples valuation model business finance,0.2886751345948129
232,Trade Recap I - A Real Look at Futures Options Markets,1.0,20,4,1,Business Finance,2014,90.0,trade recap real look futures options markets business finance,0.2721655269759087
233,Advanced Stock Options for Serious Equity Investors!,1.0,200,23,3,Business Finance,2015,90.0,advanced stock options serious equity investors business finance,0.2886751345948129
234,Trading Binary Options for Fun and Profit,1.0,20,24,0,Business Finance,2015,120.0,trading binary options fun profit business finance,0.3086066999241838
235,CFA: Fast Track your career in Finance,1.0,20,27,1,Business Finance,2015,120.0,cfa fast track career finance business finance,0.408248290463863
236,How to be a Profitable Forex Trader,1.0,20,13,0,Business Finance,2016,41.0,profitable forex trader business finance,0.36514837167011077
237,Excel Dashboard - Interactive Excel Dashboard and Charts,1.0,30,54,0,Business Finance,2015,180.0,excel dashboard interactive charts business finance,0.3333333333333334
238,Accounting 101: Learn Business Finance Forecasting in 60mins,1.0,95,12,0,Business Finance,2014,90.0,accounting 101 learn business finance forecasting 60mins business finance,0.45291081365783836
239,The Securities Trade Lifecycle,1.0,50,110,0,Business Finance,2014,240.0,securities trade lifecycle business finance,0.36514837167011077
240,Double your Forex Account using the MAGIC MA trading robot,1.0,65,117,2,Business Finance,2014,150.0,double forex account using magic trading robot business finance,0.2721655269759087
241,Technical Analysis 101: How to Profit During Market Crashes,1.0,95,18,0,Business Finance,2016,120.0,technical analysis 101 profit market crashes business finance,0.2886751345948129
242,Advanced Accounting for Investment Banking,1.0,50,80,2,Business Finance,2014,240.0,advanced accounting investment banking business finance,0.6666666666666669
243,Investing In Stocks With 10 Simple Rules,1.0,95,79,0,Business Finance,2015,120.0,investing stocks 10 simple rules business finance,0.3086066999241838
244,Venture Capital. What is it and Why it Matters to You!,1.0,50,48,0,Business Finance,2015,150.0,venture capital matters business finance,0.36514837167011077
245,Cash Flow Valuation: Develop Your Financial Literacy,1.0,105,23,0,Business Finance,2014,120.0,cash flow valuation develop financial literacy business finance,0.2886751345948129
246,Direction-Independ Trading - Elite Forex Traders  Strategy,1.0,120,15,0,Business Finance,2016,150.0,direction independ trading elite forex traders strategy business finance,0.2721655269759087
247,How to Become a Financial Analyst from Scratch!,1.0,40,31,1,Business Finance,2015,300.0,become financial analyst scratch business finance,0.3333333333333334
248,First Steps to Trading the Forexmarkets : Technical Analysis,1.0,35,19,1,Business Finance,2016,210.0,first steps trading forexmarkets technical analysis business finance,0.2886751345948129
249,Financial analysis: Compare performance of companies,1.0,20,40,0,Business Finance,2015,1.0,financial analysis compare performance companies business finance,0.3086066999241838
250,Forex for Beginners: Easy Forex Trading for Beginners,0.0,0,32,1,Business Finance,2017,1.0,forex beginners easy trading business finance,0.3333333333333334
251,Investment Crowdfunding 101 (a.k.a Equity Crowdfunding),0.0,0,181,1,Business Finance,2016,32.0,investment crowdfunding 101 k equity business finance,0.5000000000000001
252,Read financial statements like a pro,1.0,50,1,2,Business Finance,2015,240.0,read financial statements like pro business finance,0.3086066999241838
253,10 Numbers Every Business Owner Should Know,1.0,20,1,0,Business Finance,2015,1.0,10 numbers every business owner know business finance,0.3872983346207417
254,Learn How To Trade Gold In 2017,1.0,200,1,0,Business Finance,2017,1.0,learn trade gold 2017 business finance,0.3333333333333334
255,IAS 18 - Revenue,0.0,0,32,0,Business Finance,2014,270.0,ias 18 revenue business finance,0.36514837167011077
256,Forex Trading: The High ROI Forex Trading End of Day Course,1.0,125,1,2,Business Finance,2014,150.0,forex trading high roi end day course business finance,0.408248290463863
257,Fundraise the Simplified Way: A Crowdfunding Blueprint,1.0,35,1,0,Business Finance,2015,1.0,fundraise simplified way crowdfunding blueprint business finance,0.3086066999241838
258,Fundamentals of Accounting for Business Owners,1.0,20,0,1,Business Finance,2017,150.0,fundamentals accounting business owners business finance,0.4330127018922194
259,Practical Financial Statement Analysis,1.0,75,5,0,Business Finance,2017,270.0,practical financial statement analysis business finance,0.3333333333333334
260,Forex Management - Detailed Study for CA / CS / CFA Exams,1.0,50,2,0,Business Finance,2015,180.0,forex management detailed study ca cs cfa exams business finance,0.25819888974716115
261,Financial Statement Review 101:  How to Find Errors,1.0,30,2,1,Business Finance,2017,120.0,financial statement review 101 find errors business finance,0.2886751345948129
